genres,original_title,overview,ratings,votes,overview_new
Action  Horror  Thriller,bride of the werewolf,"After two women are attacked on a desolate road, they take refuge at the home of a kind-hearted stranger named Saul who harbors the dark secret of lycanthropy.",2.2,100,"two woman attacked desolate road, take refuge home kind-hearted stranger named saul harbor dark secret lycanthropy."
Animation  Comedy  Family,dino brained,"A dinosaur and his sidekick on a mission, Fang and Scale pilot their spaceship through the galaxy on a dizzying quest for knowledge! When they connect with interstellar teacher, Professor ...                See full summary »",4.4,9,"dinosaur sidekick mission, fang scale pilot spaceship galaxy dizzying quest knowledge! connect interstellar teacher, professor ... see full summary »"
Comedy  Drama  Romance,masters of love,Emmy (Sarah Oven) struggles with her impending marriage to Samantha (Eleanor Fanyinka). Her brother Josh (Owen Roberts) is reeling from the revelation that his girlfriend of five years has ...                See full summary »,5.6,233,emmy (sarah oven) struggle impending marriage samantha (eleanor fanyinka). brother josh (owen roberts) reeling revelation girlfriend five year ... see full summary »
Comedy  Drama,polar,"The British, zero budget, mumblecore, drama comedy. Robin might smoke too much weed and drink too much beer, but he is a creative and charming guy. For some reason he fails at everything; ...                See full summary »",8.3,44,"british, zero budget, mumblecore, drama comedy. robin might smoke much weed drink much beer, creative charming guy. reason fails everything; ... see full summary »"
Drama  Romance,romang,"75 year old Jo Nam Bong and 71 year old Lee Mae Ja have dementia. They've been married for 45 years and they are alike in all ways, mentally and physically. Now they live like they are the ...                See full summary »",7.2,127,"75 year old jo nam bong 71 year old lee mae ja dementia. they've married 45 year alike ways, mentally physically. live like ... see full summary »"
Romance,love dot com: the social experiment,"What seems like a happy accident in the grocery store leads to a perfect ""opposites attract"" relationship that runs into issues of unfinished business and different priorities.",4.5,94,"seems like happy accident grocery store lead perfect ""opposites attract"" relationship run issue unfinished business different priorities."
Horror  Thriller,night,"A young girl is kidnapped by a strange man, who forces her to be the star of his sick and twisted live stream.",2.8,310,"young girl kidnapped strange man, force star sick twisted live stream."
Thriller,writer's block,A struggling writer accepts a once-in-a-lifetime offer to collaborate with a best-selling novelist at his remote Texas ranch.,3.4,29,struggling writer accepts once-in-a-lifetime offer collaborate best-selling novelist remote texas ranch.
Comedy,c'est quoi cette mamie?!,A mamie is having a good vacances with her small children.,4.8,333,mamie good vacances small children.
Drama,lihaaf: the quilt,"A period drama, the film is based on Ismat Chugtai's most celebrated story ""Lihaaf"" (published 1942). The film inter weaves the plot of same sex relationship between Begum and her masseuse ...                See full summary »",6.7,24,"period drama, film based ismat chugtai's celebrated story ""lihaaf"" (published 1942). film inter weave plot sex relationship begum masseuse ... see full summary »"
Horror  Thriller,devil's whisper,A teenage boy aspires to be a priest. But he's tormented by a demon bent on possessing him. Will his faith be enough to save his soul?,4.2,598,teenage boy aspires priest. he's tormented demon bent possessing him. faith enough save soul?
Comedy,the taverna,"When a waitress is substituted for a belly dancer in a Greek restaurant, chaos and mayhem ensues before the owner is forced to change his old ways in order to prevent a major catastrophe.",5.5,157,"waitress substituted belly dancer greek restaurant, chaos mayhem ensues owner forced change old way order prevent major catastrophe."
Comedy  Drama,amores modernos,An unforgettable day that will transform the familial and couple relationships of a mosaic of characters in the intense Mexico City.,5.4,38,unforgettable day transform familial couple relationship mosaic character intense mexico city.
Drama  Thriller,the discarded,"Debt and unemployment are forces of oppression in Maggie's world in this gritty story of survival. When her ambitions of becoming a nurse are shattered, Maggie turns to The Program; a ...                See full summary »",3.4,104,"debt unemployment force oppression maggie's world gritty story survival. ambition becoming nurse shattered, maggie turn program; ... see full summary »"
Drama,aberdeen,"Mia, in attempts to make it in a male-dominated sports journalism industry, begins to expose the dark underbelly of high school sports in her small hometown. Now, she must choose between ...                See full summary »",6.8,51,"mia, attempt make male-dominated sport journalism industry, begin expose dark underbelly high school sport small hometown. now, must choose ... see full summary »"
Horror  Mystery,13 graves,"'Two seasoned contract killers, disposing of their latest victim in a 'mob graveyard' are stalked through the ancient forest by a malevolent supernatural force...'",4.8,518,"'two seasoned contract killers, disposing latest victim 'mob graveyard' stalked ancient forest malevolent supernatural force...'"
